      129.00 
    0.000000     0.000000 
    0.000151     0.000040 
    0.000602     0.000160 
    0.001355     0.000360 
    0.002408     0.000639 
    0.003760     0.000996 
    0.005412     0.001430 
    0.007361     0.001939 
    0.009607     0.002521 
    0.012149     0.003174 
    0.014984     0.003896 
    0.018112     0.004684 
    0.021530     0.005535 
    0.025236     0.006447 
    0.029228     0.007414 
    0.033504     0.008435 
    0.038060     0.009506 
    0.042895     0.010621 
    0.048005     0.011777 
    0.053388     0.012970 
    0.059039     0.014195 
    0.064957     0.015446 
    0.071136     0.016721 
    0.077573     0.018012 
    0.084265     0.019315 
    0.091208     0.020625 
    0.098396     0.021936 
    0.105827     0.023243 
    0.113495     0.024540 
    0.121396     0.025822 
    0.129524     0.027084 
    0.137876     0.028318 
    0.146447     0.029521 
    0.155230     0.030685 
    0.164221     0.031806 
    0.173414     0.032878 
    0.182803     0.033896 
    0.192384     0.034853 
    0.202150     0.035745 
    0.212096     0.036566 
    0.222215     0.037311 
    0.232501     0.037975 
    0.242949     0.038553 
    0.253551     0.039041 
    0.264302     0.039434 
    0.275194     0.039727 
    0.286222     0.039916 
    0.297379     0.039997 
    0.308658     0.039994 
    0.320052     0.039967 
    0.331555     0.039919 
    0.343159     0.039848 
    0.354858     0.039754 
    0.366644     0.039637 
    0.378510     0.039497 
    0.390449     0.039332 
    0.402455     0.039143 
    0.414519     0.038929 
    0.426635     0.038691 
    0.438795     0.038427 
    0.450991     0.038139 
    0.463218     0.037825 
    0.475466     0.037487 
    0.487729     0.037123 
    0.500000     0.036735 
    0.512271     0.036322 
    0.524534     0.035884 
    0.536782     0.035423 
    0.549009     0.034938 
    0.561205     0.034430 
    0.573365     0.033900 
    0.585481     0.033347 
    0.597545     0.032773 
    0.609551     0.032178 
    0.621490     0.031563 
    0.633356     0.030928 
    0.645142     0.030276 
    0.656841     0.029605 
    0.668445     0.028918 
    0.679948     0.028216 
    0.691342     0.027498 
    0.702621     0.026767 
    0.713778     0.026024 
    0.724806     0.025269 
    0.735698     0.024503 
    0.746449     0.023729 
    0.757051     0.022947 
    0.767499     0.022159 
    0.777785     0.021365 
    0.787904     0.020567 
    0.797850     0.019767 
    0.807616     0.018965 
    0.817197     0.018164 
    0.826586     0.017364 
    0.835779     0.016567 
    0.844770     0.015773 
    0.853553     0.014986 
    0.862124     0.014205 
    0.870476     0.013433 
    0.878604     0.012671 
    0.886505     0.011919 
    0.894173     0.011180 
    0.901604     0.010455 
    0.908792     0.009745 
    0.915735     0.009051 
    0.922427     0.008374 
    0.928864     0.007717 
    0.935043     0.007079 
    0.940961     0.006463 
    0.946612     0.005869 
    0.951995     0.005298 
    0.957105     0.004752 
    0.961940     0.004231 
    0.966496     0.003737 
    0.970772     0.003271 
    0.974764     0.002832 
    0.978470     0.002423 
    0.981888     0.002043 
    0.985016     0.001694 
    0.987851     0.001376 
    0.990393     0.001090 
    0.992639     0.000837 
    0.994588     0.000616 
    0.996240     0.000429 
    0.997592     0.000275 
    0.998645     0.000155 
    0.999398     0.000069 
    0.999849     0.000017 
    1.000000     0.000000 
