      129.00 
    0.000000     0.000000 
    0.000151     0.000020 
    0.000602     0.000080 
    0.001355     0.000180 
    0.002408     0.000320 
    0.003760     0.000498 
    0.005412     0.000715 
    0.007361     0.000969 
    0.009607     0.001260 
    0.012149     0.001587 
    0.014984     0.001948 
    0.018112     0.002342 
    0.021530     0.002768 
    0.025236     0.003223 
    0.029228     0.003707 
    0.033504     0.004218 
    0.038060     0.004753 
    0.042895     0.005310 
    0.048005     0.005889 
    0.053388     0.006485 
    0.059039     0.007097 
    0.064957     0.007723 
    0.071136     0.008360 
    0.077573     0.009006 
    0.084265     0.009657 
    0.091208     0.010312 
    0.098396     0.010968 
    0.105827     0.011622 
    0.113495     0.012270 
    0.121396     0.012911 
    0.129524     0.013542 
    0.137876     0.014159 
    0.146447     0.014760 
    0.155230     0.015343 
    0.164221     0.015903 
    0.173414     0.016439 
    0.182803     0.016948 
    0.192384     0.017426 
    0.202150     0.017872 
    0.212096     0.018283 
    0.222215     0.018655 
    0.232501     0.018988 
    0.242949     0.019277 
    0.253551     0.019521 
    0.264302     0.019717 
    0.275194     0.019863 
    0.286222     0.019958 
    0.297379     0.019998 
    0.308658     0.019997 
    0.320052     0.019984 
    0.331555     0.019959 
    0.343159     0.019924 
    0.354858     0.019877 
    0.366644     0.019819 
    0.378510     0.019748 
    0.390449     0.019666 
    0.402455     0.019572 
    0.414519     0.019465 
    0.426635     0.019345 
    0.438795     0.019214 
    0.450991     0.019069 
    0.463218     0.018913 
    0.475466     0.018743 
    0.487729     0.018562 
    0.500000     0.018367 
    0.512271     0.018161 
    0.524534     0.017942 
    0.536782     0.017712 
    0.549009     0.017469 
    0.561205     0.017215 
    0.573365     0.016950 
    0.585481     0.016673 
    0.597545     0.016386 
    0.609551     0.016089 
    0.621490     0.015781 
    0.633356     0.015464 
    0.645142     0.015138 
    0.656841     0.014803 
    0.668445     0.014459 
    0.679948     0.014108 
    0.691342     0.013749 
    0.702621     0.013384 
    0.713778     0.013012 
    0.724806     0.012634 
    0.735698     0.012252 
    0.746449     0.011865 
    0.757051     0.011474 
    0.767499     0.011079 
    0.777785     0.010683 
    0.787904     0.010284 
    0.797850     0.009883 
    0.807616     0.009483 
    0.817197     0.009082 
    0.826586     0.008682 
    0.835779     0.008283 
    0.844770     0.007887 
    0.853553     0.007493 
    0.862124     0.007103 
    0.870476     0.006717 
    0.878604     0.006335 
    0.886505     0.005960 
    0.894173     0.005590 
    0.901604     0.005227 
    0.908792     0.004872 
    0.915735     0.004525 
    0.922427     0.004187 
    0.928864     0.003858 
    0.935043     0.003540 
    0.940961     0.003231 
    0.946612     0.002934 
    0.951995     0.002649 
    0.957105     0.002376 
    0.961940     0.002116 
    0.966496     0.001869 
    0.970772     0.001635 
    0.974764     0.001416 
    0.978470     0.001211 
    0.981888     0.001022 
    0.985016     0.000847 
    0.987851     0.000688 
    0.990393     0.000545 
    0.992639     0.000418 
    0.994588     0.000308 
    0.996240     0.000214 
    0.997592     0.000137 
    0.998645     0.000077 
    0.999398     0.000034 
    0.999849     0.000009 
    1.000000     0.000000 
